ID Parent + Date + Fingerpr;cParent;AA2090-010;BK0348;AY2889;749794-010;AH9608-010;Date;cFingerprint;Nosto ID 0/1;Google ID 0/1;Facebook ID 0/1;Instagram ID 0/1;Anders ID 0/1;fPrice;Basispreis;Preis/Basispreis;cOS;iOS;Android;Windows;nPageVisited;nBasketUnique;nBasket;Registered;LoggedIn;Basket 0/1;Bought 0/1
AA2090-010 - 43531 - 3302499324;AA2090-010;1;0;0;0;0;43531;3302499324;0;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;0;0
AA2090-010 - 43531 - 3315280999;AA2090-010;1;0;0;0;0;43531;3315280999;1;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43531 - 3347629620;AA2090-010;1;0;0;0;0;43531;3347629620;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43531 - 3349952646;AA2090-010;1;0;0;0;0;43531;3349952646;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
AA2090-010 - 43531 - 3553459560;AA2090-010;1;0;0;0;0;43531;3553459560;0;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;0;0
AA2090-010 - 43531 - 3607112299;AA2090-010;1;0;0;0;0;43531;3607112299;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43531 - 3640193812;AA2090-010;1;0;0;0;0;43531;3640193812;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
AA2090-010 - 43531 - 3661664565;AA2090-010;1;0;0;0;0;43531;3661664565;0;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
AA2090-010 - 43531 - 3684400491;AA2090-010;1;0;0;0;0;43531;3684400491;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43531 - 3858447250;AA2090-010;1;0;0;0;0;43531;3858447250;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;5;5;1;0;1;1
AA2090-010 - 43531 - 3883388123;AA2090-010;1;0;0;0;0;43531;3883388123;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43531 - 3975049528;AA2090-010;1;0;0;0;0;43531;3975049528;0;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43531 - 3997028214;AA2090-010;1;0;0;0;0;43531;3997028214;1;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;2;2;0;0;0;0
AA2090-010 - 43531 - 4013046591;AA2090-010;1;0;0;0;0;43531;4013046591;0;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;0;0
AA2090-010 - 43531 - 4293558661;AA2090-010;1;0;0;0;0;43531;4293558661;0;1;0;0;0;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;1;0;0;0
AA2090-010 - 43531 - 916880345;AA2090-010;1;0;0;0;0;43531;916880345;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43531 - 91833285;AA2090-010;1;0;0;0;0;43531;91833285;0;1;0;0;0;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;1;0
AA2090-010 - 43531 - 948026150;AA2090-010;1;0;0;0;0;43531;948026150;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43531 - 94917830;AA2090-010;1;0;0;0;0;43531;94917830;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43531 - 998220924;AA2090-010;1;0;0;0;0;43531;998220924;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
AA2090-010 - 43532 - 111265250;AA2090-010;1;0;0;0;0;43532;111265250;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 1156131540;AA2090-010;1;0;0;0;0;43532;1156131540;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 1181959214;AA2090-010;1;0;0;0;0;43532;1181959214;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 1292449539;AA2090-010;1;0;0;0;0;43532;1292449539;0;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
AA2090-010 - 43532 - 1344168397;AA2090-010;1;0;0;0;0;43532;1344168397;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 1452263657;AA2090-010;1;0;0;0;0;43532;1452263657;0;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;1;1
AA2090-010 - 43532 - 1485462691;AA2090-010;1;0;0;0;0;43532;1485462691;0;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;1;1
AA2090-010 - 43532 - 1508302158;AA2090-010;1;0;0;0;0;43532;1508302158;0;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 1672395190;AA2090-010;1;0;0;0;0;43532;1672395190;0;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 1729009085;AA2090-010;1;0;0;0;0;43532;1729009085;1;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43532 - 1926725668;AA2090-010;1;0;0;0;0;43532;1926725668;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
AA2090-010 - 43532 - 1996197547;AA2090-010;1;0;0;0;0;43532;1996197547;1;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 2070569831;AA2090-010;1;0;0;0;0;43532;2070569831;0;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;1;0
AA2090-010 - 43532 - 2085801760;AA2090-010;1;0;0;0;0;43532;2085801760;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 2086123292;AA2090-010;1;0;0;0;0;43532;2086123292;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 220424551;AA2090-010;1;0;0;0;0;43532;220424551;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
AA2090-010 - 43532 - 2637619957;AA2090-010;1;0;0;0;0;43532;2637619957;0;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;0;0
AA2090-010 - 43532 - 2751535428;AA2090-010;1;0;0;0;0;43532;2751535428;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 2806252634;AA2090-010;1;0;0;0;0;43532;2806252634;1;1;0;0;0;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43532 - 2844272958;AA2090-010;1;0;0;0;0;43532;2844272958;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;1;1
AA2090-010 - 43532 - 3121643634;AA2090-010;1;0;0;0;0;43532;3121643634;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 327593568;AA2090-010;1;0;0;0;0;43532;327593568;0;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;1
AA2090-010 - 43532 - 3323766676;AA2090-010;1;0;0;0;0;43532;3323766676;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 3361804538;AA2090-010;1;0;0;0;0;43532;3361804538;0;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;1
AA2090-010 - 43532 - 3430889399;AA2090-010;1;0;0;0;0;43532;3430889399;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 3433190232;AA2090-010;1;0;0;0;0;43532;3433190232;0;1;0;0;0;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43532 - 3556558263;AA2090-010;1;0;0;0;0;43532;3556558263;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 3661664565;AA2090-010;1;0;0;0;0;43532;3661664565;0;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;0;0
AA2090-010 - 43532 - 3704194442;AA2090-010;1;0;0;0;0;43532;3704194442;1;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43532 - 374131698;AA2090-010;1;0;0;0;0;43532;374131698;1;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
AA2090-010 - 43532 - 3860358914;AA2090-010;1;0;0;0;0;43532;3860358914;1;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43532 - 3870461721;AA2090-010;1;0;0;0;0;43532;3870461721;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 3873580934;AA2090-010;1;0;0;0;0;43532;3873580934;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 3879145895;AA2090-010;1;0;0;0;0;43532;3879145895;1;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 3890298801;AA2090-010;1;0;0;0;0;43532;3890298801;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 3904082619;AA2090-010;1;0;0;0;0;43532;3904082619;1;0;1;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 3914203619;AA2090-010;1;0;0;0;0;43532;3914203619;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;1;1;0;0;0;0
AA2090-010 - 43532 - 4029003244;AA2090-010;1;0;0;0;0;43532;4029003244;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 4076936076;AA2090-010;1;0;0;0;0;43532;4076936076;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 4148685130;AA2090-010;1;0;0;0;0;43532;4148685130;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;1;0;1;0
AA2090-010 - 43532 - 452443285;AA2090-010;1;0;0;0;0;43532;452443285;0;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;1;0
AA2090-010 - 43532 - 461646650;AA2090-010;1;0;0;0;0;43532;461646650;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 568438372;AA2090-010;1;0;0;0;0;43532;568438372;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 745171287;AA2090-010;1;0;0;0;0;43532;745171287;0;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
AA2090-010 - 43532 - 9217430;AA2090-010;1;0;0;0;0;43532;9217430;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43532 - 972729067;AA2090-010;1;0;0;0;0;43532;972729067;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43533 - 1061920089;AA2090-010;1;0;0;0;0;43533;1061920089;1;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;1;1;0;0;1;1
AA2090-010 - 43533 - 1117760925;AA2090-010;1;0;0;0;0;43533;1117760925;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;1;2;0;0;1;0
AA2090-010 - 43533 - 1126721632;AA2090-010;1;0;0;0;0;43533;1126721632;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;4;4;1;1;1;1
AA2090-010 - 43533 - 1184076415;AA2090-010;1;0;0;0;0;43533;1184076415;0;1;0;0;0;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;1;0
AA2090-010 - 43533 - 1452288881;AA2090-010;1;0;0;0;0;43533;1452288881;1;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43533 - 146880439;AA2090-010;1;0;0;0;0;43533;146880439;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;1;14;0;0;0;0
AA2090-010 - 43533 - 154326900;AA2090-010;1;0;0;0;0;43533;154326900;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43533 - 1898719926;AA2090-010;1;0;0;0;0;43533;1898719926;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;1;1;0;0
AA2090-010 - 43533 - 1996197547;AA2090-010;1;0;0;0;0;43533;1996197547;0;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
AA2090-010 - 43533 - 2028184776;AA2090-010;1;0;0;0;0;43533;2028184776;1;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
AA2090-010 - 43533 - 2210173378;AA2090-010;1;0;0;0;0;43533;2210173378;0;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;1;1
AA2090-010 - 43533 - 248729625;AA2090-010;1;0;0;0;0;43533;248729625;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43533 - 2637619957;AA2090-010;1;0;0;0;0;43533;2637619957;1;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;0;0
AA2090-010 - 43533 - 2650386439;AA2090-010;1;0;0;0;0;43533;2650386439;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43533 - 2806252634;AA2090-010;1;0;0;0;0;43533;2806252634;1;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43533 - 296825775;AA2090-010;1;0;0;0;0;43533;296825775;0;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43533 - 3116703738;AA2090-010;1;0;0;0;0;43533;3116703738;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43533 - 3174348369;AA2090-010;1;0;0;0;0;43533;3174348369;1;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;0;0
AA2090-010 - 43533 - 3200783160;AA2090-010;1;0;0;0;0;43533;3200783160;0;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
AA2090-010 - 43533 - 3273247534;AA2090-010;1;0;0;0;0;43533;3273247534;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;1;0;0;0
AA2090-010 - 43533 - 3302500064;AA2090-010;1;0;0;0;0;43533;3302500064;0;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;0;0
AA2090-010 - 43533 - 3330966345;AA2090-010;1;0;0;0;0;43533;3330966345;0;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;1;1
AA2090-010 - 43533 - 349933242;AA2090-010;1;0;0;0;0;43533;349933242;1;1;0;0;0;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;1;1
AA2090-010 - 43533 - 3539222381;AA2090-010;1;0;0;0;0;43533;3539222381;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43533 - 3559172999;AA2090-010;1;0;0;0;0;43533;3559172999;1;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
AA2090-010 - 43533 - 360588199;AA2090-010;1;0;0;0;0;43533;360588199;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43533 - 3658733342;AA2090-010;1;0;0;0;0;43533;3658733342;1;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43533 - 3696981562;AA2090-010;1;0;0;0;0;43533;3696981562;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;1;0;0;0
AA2090-010 - 43533 - 3749165628;AA2090-010;1;0;0;0;0;43533;3749165628;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
AA2090-010 - 43533 - 3797423751;AA2090-010;1;0;0;0;0;43533;3797423751;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43533 - 3873580934;AA2090-010;1;0;0;0;0;43533;3873580934;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43533 - 4031418267;AA2090-010;1;0;0;0;0;43533;4031418267;0;1;0;0;0;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43533 - 4121867690;AA2090-010;1;0;0;0;0;43533;4121867690;1;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;1;1
AA2090-010 - 43533 - 4189354450;AA2090-010;1;0;0;0;0;43533;4189354450;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
AA2090-010 - 43533 - 4190316061;AA2090-010;1;0;0;0;0;43533;4190316061;0;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;1;1
AA2090-010 - 43533 - 442983583;AA2090-010;1;0;0;0;0;43533;442983583;1;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
AA2090-010 - 43533 - 452443285;AA2090-010;1;0;0;0;0;43533;452443285;0;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;0;0
AA2090-010 - 43533 - 570041396;AA2090-010;1;0;0;0;0;43533;570041396;0;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43533 - 768767710;AA2090-010;1;0;0;0;0;43533;768767710;0;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;1;1
AA2090-010 - 43533 - 863023969;AA2090-010;1;0;0;0;0;43533;863023969;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43533 - 895038944;AA2090-010;1;0;0;0;0;43533;895038944;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
AA2090-010 - 43533 - 902023775;AA2090-010;1;0;0;0;0;43533;902023775;1;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43533 - 94917830;AA2090-010;1;0;0;0;0;43533;94917830;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 1047630881;AA2090-010;1;0;0;0;0;43534;1047630881;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;1;1;0;0;1;0
AA2090-010 - 43534 - 1091427766;AA2090-010;1;0;0;0;0;43534;1091427766;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 1107950964;AA2090-010;1;0;0;0;0;43534;1107950964;1;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
AA2090-010 - 43534 - 1184076415;AA2090-010;1;0;0;0;0;43534;1184076415;0;1;0;0;0;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;1;0;1;0
AA2090-010 - 43534 - 1198595936;AA2090-010;1;0;0;0;0;43534;1198595936;1;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
AA2090-010 - 43534 - 1205030029;AA2090-010;1;0;0;0;0;43534;1205030029;0;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43534 - 1289597503;AA2090-010;1;0;0;0;0;43534;1289597503;1;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 140453753;AA2090-010;1;0;0;0;0;43534;140453753;1;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43534 - 1409703127;AA2090-010;1;0;0;0;0;43534;1409703127;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 1439469912;AA2090-010;1;0;0;0;0;43534;1439469912;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 1452263657;AA2090-010;1;0;0;0;0;43534;1452263657;1;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;4;0;0;1;0;1;0
AA2090-010 - 43534 - 1467629674;AA2090-010;1;0;0;0;0;43534;1467629674;0;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;2;2;0;0;1;0
AA2090-010 - 43534 - 1485462691;AA2090-010;1;0;0;0;0;43534;1485462691;0;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;0;0
AA2090-010 - 43534 - 154326900;AA2090-010;1;0;0;0;0;43534;154326900;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 1619965155;AA2090-010;1;0;0;0;0;43534;1619965155;1;0;1;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
AA2090-010 - 43534 - 1672545058;AA2090-010;1;0;0;0;0;43534;1672545058;0;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;1;1
AA2090-010 - 43534 - 1747378358;AA2090-010;1;0;0;0;0;43534;1747378358;1;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;1;0;1;0
AA2090-010 - 43534 - 1760327686;AA2090-010;1;0;0;0;0;43534;1760327686;0;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;1;1
AA2090-010 - 43534 - 1767585743;AA2090-010;1;0;0;0;0;43534;1767585743;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;1;1
AA2090-010 - 43534 - 1829576248;AA2090-010;1;0;0;0;0;43534;1829576248;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 1848652507;AA2090-010;1;0;0;0;0;43534;1848652507;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 1903974899;AA2090-010;1;0;0;0;0;43534;1903974899;0;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;1;1
AA2090-010 - 43534 - 1925077555;AA2090-010;1;0;0;0;0;43534;1925077555;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 1954481659;AA2090-010;1;0;0;0;0;43534;1954481659;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 1998653028;AA2090-010;1;0;0;0;0;43534;1998653028;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;1;1;0;0;0;0
AA2090-010 - 43534 - 2035213267;AA2090-010;1;0;0;0;0;43534;2035213267;0;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 2271864873;AA2090-010;1;0;0;0;0;43534;2271864873;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;1;0;1;1
AA2090-010 - 43534 - 2325364595;AA2090-010;1;0;0;0;0;43534;2325364595;0;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;1
AA2090-010 - 43534 - 2486309372;AA2090-010;1;0;0;0;0;43534;2486309372;1;0;0;0;1;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;0;0
AA2090-010 - 43534 - 2525084169;AA2090-010;1;0;0;0;0;43534;2525084169;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 2556694947;AA2090-010;1;0;0;0;0;43534;2556694947;0;0;0;0;1;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;1;1
AA2090-010 - 43534 - 2637619957;AA2090-010;1;0;0;0;0;43534;2637619957;1;1;0;0;0;22.95;22.95;1.000000;iOS;1;0;0;2;0;0;1;0;1;0
AA2090-010 - 43534 - 2637994090;AA2090-010;1;0;0;0;0;43534;2637994090;0;0;1;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 2760107797;AA2090-010;1;0;0;0;0;43534;2760107797;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
AA2090-010 - 43534 - 2959086730;AA2090-010;1;0;0;0;0;43534;2959086730;0;1;0;0;0;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43534 - 301374848;AA2090-010;1;0;0;0;0;43534;301374848;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;1;1
AA2090-010 - 43534 - 3052784376;AA2090-010;1;0;0;0;0;43534;3052784376;1;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 3119891453;AA2090-010;1;0;0;0;0;43534;3119891453;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;1;0;0;0
AA2090-010 - 43534 - 3221164538;AA2090-010;1;0;0;0;0;43534;3221164538;0;1;0;0;0;22.95;22.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
AA2090-010 - 43534 - 3281590024;AA2090-010;1;0;0;0;0;43534;3281590024;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 3318481718;AA2090-010;1;0;0;0;0;43534;3318481718;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 338304449;AA2090-010;1;0;0;0;0;43534;338304449;1;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
AA2090-010 - 43534 - 3411381645;AA2090-010;1;0;0;0;0;43534;3411381645;0;0;0;0;1;22.95;22.95;1.000000;Android;0;1;0;2;0;0;1;0;0;0
AA2090-010 - 43534 - 3640817174;AA2090-010;1;0;0;0;0;43534;3640817174;0;1;0;0;0;22.95;22.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
